ID;MesSiniestro;Marca;Zona;Sexo;EstadoCivil;Edad;Categoria;CostoVehiculo;Fraude;TipoConductor;Modelo;Testigo;Anio;Pago
4749;Abr;Toyota;Urbana;Hombre;Soltero;58;Sedan;Alto;0;4;5mas;No;2022;32.8251225
4750;Abr;Mazda;Urbana;Mujer;Soltero;32;Sedan;Bajo;0;3;5mas;No;2022;387.7256924
4751;Abr;Pontiac;Urbana;Hombre;Casado;50;Sedan;Medio;0;3;5mas;No;2022;138.0980949
4752;Dic;Honda;Urbana;Hombre;Casado;43;Sedan;Bajo;0;3;5mas;No;2022;159.201693
4753;Nov;Pontiac;Urbana;Hombre;Casado;57;Sedan;Bajo;0;2;5mas;No;2022;508.5031384
4754;Nov;Pontiac;Rural;Hombre;Casado;50;Deportivo;Bajo;0;1;5mas;No;2022;68.33150959
4755;Sep;Toyota;Urbana;Hombre;Casado;42;Sedan;Alto;0;3;5mas;No;2022;95.85013605
4756;Sep;Toyota;Urbana;Hombre;Casado;46;Deportivo;Bajo;0;2;5mas;No;2022;79.57880993
4757;Sep;Pontiac;Urbana;Hombre;Soltero;58;Sedan;Bajo;0;1;5mas;No;2022;202.3003012
4758;Sep;Chevrolet;Urbana;Hombre;Casado;44;Carga;Alto;0;1;5mas;No;2022;11.02573541
4759;Ago;Honda;Urbana;Hombre;Casado;52;Sedan;Bajo;0;1;5mas;No;2022;138.9545557
4760;Ago;Chevrolet;Urbana;Hombre;Casado;39;Sedan;Bajo;0;1;5mas;No;2022;48.31478455
4761;Ago;Accura;Urbana;Hombre;Casado;47;Sedan;Bajo;0;2;5mas;No;2022;116.1977362
4762;Ago;Mazda;Urbana;Hombre;Casado;37;Deportivo;Bajo;0;2;5mas;No;2022;180.8042838
4763;Ago;Mazda;Urbana;Hombre;Casado;54;Deportivo;Bajo;0;4;5mas;No;2022;170.9856487
4764;Jul;Pontiac;Rural;Hombre;Casado;46;Deportivo;Medio;0;3;5mas;No;2022;78.4483623
4765;Jun;Accura;Urbana;Hombre;Casado;43;Deportivo;Medio;0;3;5mas;No;2022;196.2239944
4766;Jun;Chevrolet;Urbana;Hombre;Casado;44;Deportivo;Bajo;0;1;5mas;No;2022;174.5623525
4767;Jun;Honda;Urbana;Hombre;Soltero;0;Deportivo;Alto;0;3;0y;No;2022;255.3236718
4768;Jun;Toyota;Urbana;Hombre;Casado;45;Sedan;Medio;0;2;5mas;No;2022;29.62836123
4769;May;Toyota;Urbana;Hombre;Casado;39;Sedan;Alto;0;2;5mas;No;2022;222.3210041
4770;Abr;Ford;Urbana;Hombre;Casado;34;Sedan;Bajo;0;2;5mas;No;2022;41.15738607
4771;Abr;Honda;Urbana;Hombre;Casado;53;Sedan;Bajo;0;3;5mas;No;2022;112.303905
4772;Nov;Pontiac;Rural;Hombre;Casado;42;Sedan;Bajo;0;3;5mas;No;2022;101.8889459
4773;Nov;Mazda;Urbana;Hombre;Soltero;45;Deportivo;Alto;0;1;5mas;No;2022;106.3642858
4774;Abr;Honda;Urbana;Hombre;Soltero;32;Sedan;Bajo;0;2;5mas;No;2022;253.430403
4775;Oct;Honda;Urbana;Hombre;Soltero;27;Deportivo;Medio;0;3;5mas;No;2022;65.46193153
4776;Jun;Mazda;Urbana;Mujer;Casado;49;Sedan;Bajo;1;3;5mas;No;2022;113.5491258
4777;Mar;Mazda;Urbana;Mujer;Casado;31;Sedan;Bajo;0;3;5mas;No;2022;56.35759329
4778;Feb;Mazda;Urbana;Hombre;Casado;54;Deportivo;Medio;0;1;5mas;No;2022;135.1520259
4779;Mar;Mazda;Urbana;Hombre;Soltero;31;Sedan;Bajo;0;3;5mas;No;2022;70.44625544
4780;May;Honda;Urbana;Hombre;Soltero;31;Deportivo;Bajo;0;2;5mas;No;2022;187.5437567
4781;Jun;Pontiac;Urbana;Mujer;Casado;33;Deportivo;Bajo;0;4;5mas;No;2022;35.34000248
4782;Jul;Toyota;Urbana;Hombre;Casado;36;Sedan;Bajo;0;1;5mas;No;2022;66.07264006
4783;Nov;Toyota;Urbana;Hombre;Casado;31;Sedan;Bajo;0;1;5mas;No;2022;26.06067506
4784;Dic;Ford;Urbana;Hombre;Casado;38;Sedan;Medio;0;2;5mas;No;2022;79.91044517
4785;Dic;Toyota;Urbana;Mujer;Casado;44;Sedan;Bajo;0;3;5mas;No;2022;187.9430867
4786;Oct;Mazda;Urbana;Mujer;Soltero;41;Deportivo;Bajo;0;3;5mas;No;2022;58.54348447
4787;Nov;Honda;Urbana;Hombre;Casado;33;Deportivo;Medio;0;3;5mas;No;2022;56.58486417
4788;Dic;Toyota;Rural;Hombre;Casado;40;Sedan;Medio;0;1;5mas;No;2022;15.63367635
4789;Dic;Pontiac;Urbana;Hombre;Soltero;61;Deportivo;Bajo;0;4;5mas;No;2022;127.4369244
4790;Dic;Accura;Urbana;Hombre;Casado;61;Sedan;Medio;0;3;5mas;No;2022;53.80779094
4791;Dic;Mazda;Urbana;Hombre;Casado;30;Sedan;Bajo;0;4;5mas;No;2022;148.3210946
4792;Dic;Nisson;Urbana;Hombre;Casado;49;Carga;Alto;0;2;5mas;No;2022;44.85113721
4793;Dic;Honda;Urbana;Hombre;Casado;27;Sedan;Bajo;0;3;5mas;No;2022;279.4336375
4794;Dic;Pontiac;Urbana;Mujer;Soltero;27;Sedan;Bajo;0;2;5mas;No;2022;48.28525575
4795;Dic;Chevrolet;Urbana;Hombre;Casado;32;Sedan;Bajo;1;4;5mas;No;2022;80.48282327
4796;Dic;Pontiac;Urbana;Hombre;Casado;45;Deportivo;Bajo;0;3;5mas;No;2022;149.1020104
4797;Nov;Mazda;Urbana;Hombre;Casado;28;Sedan;Bajo;0;4;5mas;No;2022;58.92422129
4798;Nov;Honda;Urbana;Hombre;Casado;55;Sedan;Alto;0;3;5mas;No;2022;26.60771867
4799;Oct;Toyota;Urbana;Hombre;Casado;43;Sedan;Bajo;0;3;5mas;No;2022;69.09803707
4800;Sep;Pontiac;Urbana;Hombre;Casado;49;Sedan;Bajo;0;3;5mas;No;2022;43.8434656
4801;Sep;Toyota;Urbana;Hombre;Soltero;27;Deportivo;Bajo;0;4;5mas;No;2022;48.85765656
4802;Jul;Pontiac;Rural;Hombre;Casado;59;Sedan;Bajo;0;2;5mas;No;2022;233.3445237
4803;Abr;Ford;Urbana;Hombre;Casado;48;Sedan;Medio;0;4;5mas;No;2022;79.87918156
4804;Mar;Dodge;Urbana;Hombre;Soltero;29;Deportivo;Bajo;0;1;5mas;No;2022;128.4079032
4805;Dic;Toyota;Urbana;Hombre;Casado;38;Deportivo;Alto;0;1;5mas;No;2022;33.59071945
4806;Dic;Toyota;Urbana;Hombre;Casado;26;Sedan;Bajo;0;2;5mas;No;2022;31.33731204
4807;Jun;Pontiac;Urbana;Hombre;Casado;36;Sedan;Bajo;0;2;5mas;No;2022;76.93698853
4808;Ago;Pontiac;Urbana;Hombre;Soltero;31;Sedan;Bajo;0;4;5mas;No;2022;549.4578354
4809;Jul;Chevrolet;Urbana;Hombre;Casado;62;Deportivo;Medio;0;1;5mas;No;2022;233.7410795
4810;Jun;Mazda;Urbana;Hombre;Casado;38;Sedan;Bajo;0;2;5mas;Si;2022;49.29668726
4811;May;Pontiac;Urbana;Hombre;Casado;47;Sedan;Bajo;0;1;5mas;No;2022;127.0569219
4812;Jul;Mazda;Urbana;Hombre;Casado;47;Sedan;Medio;1;1;5mas;No;2022;161.0071894
4813;Abr;Honda;Urbana;Hombre;Soltero;0;Deportivo;Alto;0;1;0y;No;2022;78.56847266
4814;Mar;Toyota;Urbana;Mujer;Casado;34;Sedan;Bajo;0;2;5mas;No;2022;166.5375847
4815;Feb;Mazda;Urbana;Hombre;Casado;30;Deportivo;Alto;0;2;5mas;No;2022;32.42550552
4816;Oct;Mazda;Urbana;Mujer;Soltero;30;Deportivo;Alto;0;1;5mas;No;2022;318.8746447
4817;Oct;Ford;Urbana;Hombre;Casado;49;Sedan;Medio;0;2;5mas;No;2022;209.7657317
4818;Jul;Chevrolet;Urbana;Hombre;Casado;50;Sedan;Medio;1;1;5mas;No;2022;178.7955986
4819;Feb;Honda;Rural;Hombre;Casado;27;Sedan;Alto;0;2;0y;No;2022;159.0162863
4820;May;Toyota;Urbana;Hombre;Casado;30;Deportivo;Alto;0;2;5mas;No;2022;23.20742845
4821;Jun;Mazda;Urbana;Hombre;Casado;44;Deportivo;Bajo;0;2;5mas;No;2022;116.5915747
4822;Jul;Honda;Urbana;Hombre;Casado;61;Sedan;Bajo;0;2;5mas;No;2022;83.32647987
4823;Jul;Pontiac;Urbana;Hombre;Soltero;21;Sedan;Alto;0;4;5mas;No;2022;68.36466123
4824;Jul;Mazda;Urbana;Hombre;Soltero;31;Sedan;Bajo;0;4;5mas;No;2022;84.05968477
4825;Jul;Pontiac;Urbana;Hombre;Casado;42;Sedan;Bajo;0;4;5mas;No;2022;156.4722437
4826;Ago;Honda;Rural;Hombre;Casado;50;Sedan;Bajo;0;4;5mas;No;2022;149.1883637
4827;Sep;Chevrolet;Urbana;Mujer;Casado;33;Deportivo;Bajo;0;1;4y;No;2022;18.74073165
4828;Oct;Pontiac;Urbana;Mujer;Casado;63;Sedan;Bajo;0;4;5mas;No;2022;378.5530509
4829;Oct;Honda;Urbana;Hombre;Casado;60;Sedan;Alto;0;4;5mas;No;2022;177.2584107
4830;Oct;Chevrolet;Urbana;Hombre;Soltero;29;Sedan;Bajo;0;3;5mas;No;2022;67.16795602
4831;Nov;Jaguar;Rural;Hombre;Casado;30;Deportivo;Medio;0;1;5mas;No;2022;21.48877266
4832;Jul;Toyota;Urbana;Hombre;Casado;40;Sedan;Alto;1;1;5mas;No;2022;192.8339353
4833;Dic;Honda;Urbana;Hombre;Casado;28;Deportivo;Alto;0;3;5mas;No;2022;77.56968147
4834;May;Chevrolet;Urbana;Hombre;Casado;27;Sedan;Bajo;0;4;5mas;No;2022;236.2434733
4835;Jul;Dodge;Urbana;Mujer;Casado;45;Sedan;Bajo;0;1;5mas;No;2022;59.06664879
4836;Jun;Honda;Urbana;Hombre;Casado;57;Sedan;Bajo;0;2;5mas;No;2022;64.93089269
4837;Feb;Mazda;Urbana;Hombre;Casado;52;Deportivo;Medio;0;3;5mas;No;2022;60.80892628
4838;Nov;Toyota;Urbana;Hombre;Casado;40;Deportivo;Medio;0;1;5mas;No;2022;230.5820706
4839;Sep;Accura;Urbana;Hombre;Casado;32;Sedan;Medio;0;4;5mas;No;2022;228.4232053
4840;Feb;Pontiac;Urbana;Hombre;Casado;44;Sedan;Medio;0;1;5mas;No;2022;179.4202033
4841;Ago;Pontiac;Urbana;Mujer;Casado;36;Deportivo;Alto;0;1;5mas;No;2022;56.64119413
4842;Oct;Chevrolet;Urbana;Hombre;Casado;35;Sedan;Bajo;0;4;5mas;No;2022;189.2691689
4843;Sep;Pontiac;Rural;Hombre;Soltero;26;Sedan;Bajo;0;2;5mas;No;2022;91.07553913
4844;Sep;Toyota;Rural;Mujer;Soltero;22;Sedan;Bajo;0;4;4y;No;2022;237.0140438
4845;Ene;Chevrolet;Urbana;Mujer;Casado;27;Sedan;Bajo;0;2;5mas;No;2022;190.1321919
4846;Jul;Ford;Urbana;Hombre;Casado;43;Sedan;Bajo;1;2;5mas;No;2022;47.54314589
4847;Jul;Chevrolet;Urbana;Hombre;Casado;40;Sedan;Medio;0;3;5mas;No;2022;105.6156573
4848;Jul;Toyota;Urbana;Mujer;Casado;28;Sedan;Bajo;0;2;5mas;Si;2022;20.73811949
4849;Abr;Toyota;Urbana;Hombre;Casado;37;Sedan;Bajo;0;1;5mas;No;2022;121.77156
4850;Dic;Toyota;Urbana;Hombre;Casado;40;Sedan;Bajo;0;3;5mas;No;2022;51.61952886
4851;Mar;Mazda;Urbana;Hombre;Soltero;33;Deportivo;Medio;0;4;5mas;No;2022;149.5486069
4852;Dic;Toyota;Urbana;Mujer;Otro;35;Sedan;Bajo;0;1;5mas;No;2022;191.0454248
4853;Dic;Chevrolet;Urbana;Hombre;Soltero;35;Sedan;Bajo;0;3;5mas;No;2022;105.0205366
4854;Jul;Honda;Urbana;Hombre;Soltero;23;Deportivo;Alto;0;2;5mas;No;2022;168.527364
4855;Dic;Chevrolet;Urbana;Hombre;Casado;47;Sedan;Medio;0;3;5mas;No;2022;212.8824368
4856;Dic;Accura;Urbana;Hombre;Casado;37;Carga;Alto;0;2;5mas;No;2022;267.2432748
4857;Dic;Toyota;Urbana;Mujer;Soltero;34;Deportivo;Bajo;0;4;5mas;No;2022;105.8571137
4858;Abr;Chevrolet;Urbana;Hombre;Casado;56;Carga;Alto;0;2;5mas;No;2022;62.44741989
4859;Ene;Chevrolet;Urbana;Hombre;Casado;40;Deportivo;Medio;0;2;5mas;No;2022;63.54635426
4860;Ene;Pontiac;Urbana;Hombre;Casado;44;Sedan;Bajo;0;1;5mas;No;2022;71.90089649
4861;Mar;Toyota;Urbana;Hombre;Soltero;21;Sedan;Bajo;0;4;4y;No;2022;188.3700712
4862;Jul;Pontiac;Urbana;Mujer;Casado;36;Deportivo;Medio;0;4;5mas;No;2022;202.2552355
4863;May;Pontiac;Rural;Hombre;Casado;40;Sedan;Bajo;0;2;5mas;No;2022;124.1878614
4864;Sep;Accura;Urbana;Hombre;Casado;38;Sedan;Medio;0;2;5mas;No;2022;53.40799534
4865;Jul;Ford;Urbana;Hombre;Casado;31;Sedan;Bajo;0;2;5mas;No;2022;228.7667591
4866;Sep;Toyota;Urbana;Hombre;Casado;35;Deportivo;Medio;0;1;5mas;No;2022;98.76787414
4867;Dic;Toyota;Urbana;Hombre;Soltero;19;Sedan;Bajo;0;4;4y;No;2022;99.45775604
4868;Dic;Toyota;Urbana;Hombre;Casado;47;Sedan;Bajo;0;3;5mas;No;2022;67.53599435
4869;Dic;Ford;Urbana;Hombre;Casado;56;Sedan;Alto;0;1;5mas;No;2022;242.0905162
4870;Nov;Toyota;Urbana;Hombre;Casado;54;Sedan;Bajo;0;3;5mas;No;2022;156.3256984
4871;Dic;Mazda;Urbana;Hombre;Casado;35;Sedan;Bajo;0;1;5mas;No;2022;65.25989384
4872;Sep;Pontiac;Urbana;Hombre;Soltero;27;Deportivo;Medio;0;4;5mas;No;2022;170.1650356
4873;Sep;Chevrolet;Rural;Mujer;Casado;48;Sedan;Medio;0;1;5mas;No;2022;131.7126036
4874;May;Toyota;Urbana;Hombre;Soltero;29;Deportivo;Bajo;0;4;5mas;No;2022;47.93522064
4875;May;Chevrolet;Urbana;Hombre;Soltero;41;Sedan;Alto;0;1;5mas;No;2022;93.42593431
4876;May;Mazda;Urbana;Hombre;Soltero;34;Sedan;Medio;0;1;5mas;No;2022;61.98038656
4877;May;Chevrolet;Rural;Hombre;Casado;42;Deportivo;Bajo;0;1;5mas;No;2022;144.409466
4878;May;Honda;Urbana;Hombre;Casado;60;Sedan;Medio;0;4;5mas;No;2022;45.47156653
4879;Sep;Chevrolet;Urbana;Mujer;Casado;57;Deportivo;Bajo;0;4;5mas;No;2022;91.95878732
4880;Sep;Toyota;Urbana;Hombre;Casado;49;Sedan;Bajo;0;4;5mas;No;2022;155.0865217
4881;Sep;Chevrolet;Urbana;Hombre;Casado;48;Sedan;Bajo;0;3;5mas;No;2022;84.49376343
4882;Sep;Pontiac;Urbana;Hombre;Casado;39;Sedan;Bajo;0;4;5mas;No;2022;39.40902939
4883;Sep;Pontiac;Rural;Hombre;Soltero;24;Sedan;Bajo;0;4;5mas;No;2022;237.2657376
4884;Jun;Honda;Rural;Hombre;Soltero;33;Deportivo;Medio;0;1;5mas;No;2022;30.8554425
4885;May;Mazda;Urbana;Hombre;Soltero;22;Sedan;Medio;0;4;5mas;No;2022;48.99138692
4886;Ene;Chevrolet;Urbana;Mujer;Soltero;35;Sedan;Bajo;0;3;5mas;No;2022;98.28362056
4887;Abr;Ford;Urbana;Hombre;Soltero;33;Deportivo;Medio;0;3;5mas;No;2022;74.06994264
4888;Abr;Chevrolet;Rural;Hombre;Casado;34;Sedan;Medio;0;3;5mas;Si;2022;180.7485618
4889;Abr;Pontiac;Urbana;Hombre;Soltero;29;Deportivo;Bajo;0;1;5mas;No;2022;136.4295093
4890;Jul;Accura;Urbana;Hombre;Casado;37;Sedan;Medio;0;3;5mas;No;2022;168.4054502
4891;Ago;Toyota;Urbana;Hombre;Soltero;35;Sedan;Bajo;0;2;5mas;No;2022;241.6827856
4892;Sep;Honda;Urbana;Mujer;Casado;31;Sedan;Bajo;0;3;5mas;No;2022;46.98999494
4893;Sep;Pontiac;Rural;Hombre;Casado;46;Sedan;Medio;0;2;5mas;No;2022;64.37568409
4894;Oct;Chevrolet;Urbana;Hombre;Casado;31;Deportivo;Alto;0;3;5mas;No;2022;130.598636
4895;Oct;Toyota;Urbana;Hombre;Casado;31;Deportivo;Alto;0;4;5mas;No;2022;200.4416486
4896;Dic;Toyota;Urbana;Hombre;Casado;37;Sedan;Medio;0;3;5mas;No;2022;84.37556276
4897;Dic;Pontiac;Urbana;Hombre;Casado;41;Sedan;Bajo;1;1;5mas;No;2022;348.8270013
4898;Ene;Toyota;Urbana;Hombre;Casado;36;Sedan;Alto;0;2;5mas;No;2022;333.6299066
4899;Jul;Honda;Urbana;Hombre;Casado;29;Sedan;Bajo;1;2;5mas;No;2022;181.7338605
4900;Ene;Toyota;Urbana;Hombre;Soltero;26;Deportivo;Bajo;0;1;5mas;No;2022;48.72585767
4901;May;Mazda;Urbana;Hombre;Casado;48;Deportivo;Bajo;0;2;5mas;No;2022;121.6490973
4902;Ago;Honda;Urbana;Hombre;Casado;60;Sedan;Bajo;0;3;5mas;No;2022;40.73767272
4903;Sep;Mercury;Urbana;Hombre;Casado;63;Carga;Alto;0;3;5mas;No;2022;7.537997636
4904;Oct;Toyota;Urbana;Hombre;Casado;22;Sedan;Bajo;0;4;5mas;No;2022;278.0582458
4905;Dic;Ford;Rural;Hombre;Casado;47;Sedan;Medio;0;4;5mas;No;2022;96.47143004
4906;Jul;Chevrolet;Urbana;Hombre;Casado;34;Sedan;Bajo;0;2;5mas;No;2022;43.13074849
4907;Nov;Pontiac;Urbana;Hombre;Casado;30;Sedan;Bajo;0;3;5mas;No;2022;240.3395102
4908;Oct;Toyota;Urbana;Hombre;Soltero;22;Deportivo;Bajo;0;1;5mas;No;2022;189.5363105
4909;Sep;Chevrolet;Urbana;Hombre;Soltero;30;Deportivo;Medio;0;2;5mas;No;2022;32.03338415
4910;Jul;Honda;Urbana;Hombre;Casado;35;Sedan;Bajo;1;4;5mas;No;2022;13.03747582
4911;Sep;Honda;Urbana;Hombre;Casado;36;Sedan;Bajo;0;1;5mas;No;2022;82.30796689
4912;Jul;Honda;Urbana;Hombre;Casado;50;Deportivo;Alto;0;4;5mas;No;2022;86.22349768
4913;Jun;Pontiac;Rural;Mujer;Soltero;24;Sedan;Bajo;0;3;5mas;No;2022;159.8469086
4914;Jun;Toyota;Rural;Hombre;Casado;60;Deportivo;Medio;0;4;5mas;No;2022;126.2417312
4915;May;Mazda;Urbana;Hombre;Casado;30;Sedan;Bajo;0;1;5mas;No;2022;261.0942486
4916;May;Pontiac;Urbana;Hombre;Casado;32;Deportivo;Medio;0;3;5mas;No;2022;179.71475
4917;Abr;Chevrolet;Urbana;Hombre;Casado;48;Sedan;Medio;0;3;5mas;No;2022;150.5598774
4918;Ene;Pontiac;Urbana;Hombre;Casado;55;Sedan;Bajo;0;2;5mas;No;2022;69.27460733
4919;Dic;Mazda;Urbana;Mujer;Casado;32;Deportivo;Alto;0;3;5mas;No;2022;70.12085292
4920;Nov;Honda;Rural;Hombre;Soltero;32;Sedan;Medio;0;3;5mas;No;2022;110.2721781
4921;Nov;Mazda;Urbana;Hombre;Casado;44;Deportivo;Bajo;0;1;5mas;No;2022;35.08813474
4922;Nov;Mazda;Urbana;Hombre;Casado;42;Deportivo;Bajo;0;4;5mas;No;2022;172.696181
4923;Oct;Toyota;Urbana;Hombre;Casado;35;Deportivo;Bajo;0;4;5mas;No;2022;20.77342997
4924;Oct;Pontiac;Urbana;Hombre;Soltero;26;Sedan;Medio;0;3;5mas;No;2022;140.9735696
4925;Oct;Pontiac;Urbana;Hombre;Soltero;30;Deportivo;Bajo;0;4;5mas;No;2022;61.52731867
4926;Oct;Mazda;Urbana;Hombre;Casado;28;Sedan;Bajo;0;4;5mas;No;2022;60.31357305
4927;Oct;Toyota;Urbana;Hombre;Soltero;25;Deportivo;Bajo;0;3;5mas;No;2022;159.4985856
4928;Sep;Chevrolet;Urbana;Mujer;Soltero;41;Sedan;Bajo;0;4;5mas;No;2022;65.41481557
4929;Sep;Pontiac;Urbana;Hombre;Casado;55;Sedan;Medio;0;1;5mas;No;2022;77.00451066
4930;Sep;Pontiac;Urbana;Hombre;Casado;30;Deportivo;Medio;0;3;5mas;No;2022;85.69647775
4931;Ago;Ford;Urbana;Hombre;Casado;50;Sedan;Bajo;0;4;5mas;No;2022;112.0408285
4932;Ago;Pontiac;Urbana;Mujer;Soltero;31;Sedan;Bajo;0;2;5mas;No;2022;109.6259232
4933;Ago;Chevrolet;Urbana;Hombre;Casado;59;Sedan;Medio;0;1;5mas;No;2022;243.9681831
4934;Jul;Mercury;Urbana;Hombre;Casado;50;Deportivo;Alto;0;1;5mas;No;2022;231.2359604
4935;Jun;Chevrolet;Rural;Hombre;Casado;37;Deportivo;Bajo;0;3;5mas;No;2022;145.4785193
4936;Jun;Mazda;Urbana;Hombre;Soltero;34;Deportivo;Bajo;0;2;5mas;No;2022;3.034463718
4937;Abr;Honda;Urbana;Hombre;Casado;28;Sedan;Medio;0;1;5mas;No;2022;82.72005041
4938;Mar;Pontiac;Urbana;Hombre;Casado;33;Sedan;Medio;0;1;5mas;No;2022;299.0046597
4939;May;VW;Urbana;Mujer;Casado;55;Sedan;Medio;0;1;5mas;No;2022;140.9891194
4940;Sep;Toyota;Urbana;Hombre;Casado;47;Deportivo;Medio;0;1;5mas;No;2022;60.1082061
4941;Oct;Toyota;Urbana;Hombre;Casado;48;Deportivo;Alto;0;4;5mas;No;2022;115.2937108
4942;Sep;Mazda;Urbana;Mujer;Casado;49;Deportivo;Medio;0;2;5mas;No;2022;201.6199272
4943;May;Pontiac;Urbana;Hombre;Soltero;29;Sedan;Bajo;0;3;5mas;No;2022;9.649594682
4944;Jul;Chevrolet;Urbana;Hombre;Casado;40;Carga;Alto;1;1;5mas;No;2022;310.5971574
4945;Sep;Toyota;Urbana;Hombre;Casado;30;Deportivo;Bajo;0;3;5mas;No;2022;248.759629
4946;Ago;Toyota;Urbana;Hombre;Soltero;26;Deportivo;Medio;0;3;5mas;No;2022;49.50910763
4947;Mar;Pontiac;Urbana;Hombre;Casado;38;Sedan;Bajo;0;1;5mas;No;2022;204.8164794
4948;Oct;Honda;Rural;Hombre;Soltero;30;Sedan;Medio;0;3;5mas;No;2022;202.2641772
4949;Ene;Mazda;Urbana;Hombre;Casado;44;Sedan;Medio;0;4;5mas;No;2022;61.75387081
4950;Ene;Ford;Urbana;Hombre;Casado;46;Deportivo;Alto;0;3;5mas;No;2022;83.44789809
4951;Abr;Pontiac;Urbana;Hombre;Soltero;24;Deportivo;Bajo;0;3;5mas;No;2022;209.5275516
4952;Dic;Toyota;Urbana;Mujer;Soltero;28;Sedan;Bajo;0;2;5mas;No;2022;221.1554829
4953;Nov;Toyota;Urbana;Hombre;Casado;32;Sedan;Bajo;0;1;5mas;No;2022;54.62196222
4954;Oct;Pontiac;Urbana;Hombre;Casado;50;Carga;Alto;0;1;5mas;No;2022;149.2193644
4955;Oct;Mazda;Urbana;Hombre;Casado;22;Sedan;Medio;0;2;5mas;No;2022;53.56682497
4956;Mar;Chevrolet;Urbana;Hombre;Casado;57;Sedan;Bajo;0;3;5mas;No;2022;10.62722383
4957;Mar;Saab;Urbana;Hombre;Casado;26;Sedan;Medio;0;1;5mas;No;2022;330.4550533
4958;May;Pontiac;Urbana;Hombre;Casado;59;Sedan;Medio;0;3;5mas;No;2022;68.62963761
4959;Ene;Mazda;Urbana;Mujer;Casado;32;Sedan;Bajo;0;1;5mas;No;2022;222.9787391
4960;Jun;Mazda;Urbana;Hombre;Soltero;33;Sedan;Bajo;0;1;5mas;No;2022;270.6453136
4961;May;Toyota;Urbana;Hombre;Casado;32;Sedan;Bajo;0;1;5mas;No;2022;225.0299156
4962;Jun;Pontiac;Urbana;Hombre;Soltero;28;Deportivo;Alto;0;2;5mas;No;2022;92.67943673
4963;Ago;Toyota;Urbana;Hombre;Casado;32;Deportivo;Bajo;0;4;5mas;No;2022;253.4516521
4964;Nov;Toyota;Urbana;Hombre;Casado;29;Sedan;Bajo;0;1;5mas;No;2022;100.5069924
4965;Nov;Mazda;Urbana;Mujer;Soltero;27;Deportivo;Bajo;0;2;5mas;No;2022;100.4976148
4966;Oct;Honda;Rural;Hombre;Soltero;35;Deportivo;Alto;0;3;5mas;No;2022;141.55702
4967;Dic;Pontiac;Urbana;Hombre;Casado;28;Sedan;Bajo;0;2;5mas;No;2022;151.0135643
4968;Jun;Toyota;Urbana;Hombre;Casado;39;Sedan;Bajo;0;3;5mas;No;2022;75.35556213
4969;Jul;Pontiac;Urbana;Hombre;Casado;39;Sedan;Bajo;1;3;5mas;Si;2022;105.4803926
4970;Dic;Ford;Urbana;Hombre;Casado;46;Sedan;Medio;0;2;5mas;No;2022;132.6596011
4971;Nov;Honda;Urbana;Hombre;Casado;47;Sedan;Bajo;0;1;5mas;No;2022;171.4554573
4972;Nov;Mazda;Rural;Hombre;Casado;35;Sedan;Medio;0;2;5mas;No;2022;56.96354159
4973;Jul;Toyota;Urbana;Hombre;Casado;34;Sedan;Medio;0;1;5mas;No;2022;40.52680897
4974;Jul;Ford;Urbana;Hombre;Casado;32;Deportivo;Medio;0;4;5mas;No;2022;118.5975924
4975;Ago;Chevrolet;Urbana;Hombre;Soltero;35;Deportivo;Bajo;0;3;5mas;No;2022;43.22111897
4976;Oct;Chevrolet;Rural;Hombre;Casado;46;Carga;Alto;0;1;5mas;No;2022;284.8574117
4977;Dic;Honda;Urbana;Hombre;Soltero;31;Sedan;Alto;0;4;0y;No;2022;128.5179997
4978;Dic;Pontiac;Urbana;Hombre;Casado;45;Deportivo;Bajo;0;1;5mas;No;2022;80.85131375
4979;Abr;Chevrolet;Urbana;Hombre;Soltero;30;Sedan;Bajo;0;3;5mas;No;2022;198.5210551
4980;Mar;Chevrolet;Urbana;Hombre;Casado;40;Sedan;Medio;0;3;5mas;No;2022;125.42749
4981;Sep;Dodge;Urbana;Hombre;Casado;49;Sedan;Medio;0;4;5mas;No;2022;268.5344634
4982;May;Toyota;Urbana;Mujer;Casado;62;Deportivo;Bajo;0;3;5mas;No;2022;164.3179043
4983;May;Toyota;Urbana;Hombre;Casado;62;Sedan;Bajo;0;1;5mas;No;2022;61.26287271
4984;Jul;Honda;Urbana;Hombre;Casado;41;Deportivo;Bajo;0;2;5mas;No;2022;10.96312823
4985;Jul;Saab;Urbana;Hombre;Casado;37;Deportivo;Medio;0;2;5mas;No;2022;10.4188195
4986;Sep;Pontiac;Urbana;Hombre;Casado;60;Sedan;Bajo;0;3;5mas;No;2022;95.60551931
4987;Sep;Chevrolet;Urbana;Mujer;Casado;54;Sedan;Bajo;0;3;5mas;No;2022;223.0071283
4988;Oct;Toyota;Urbana;Hombre;Casado;33;Deportivo;Medio;0;3;5mas;No;2022;133.0147948
4989;Dic;Mazda;Urbana;Hombre;Casado;30;Sedan;Bajo;0;4;5mas;No;2022;65.70512853
4990;Dic;Toyota;Rural;Hombre;Casado;36;Deportivo;Medio;0;2;5mas;No;2022;37.79867211
4991;Ene;Honda;Urbana;Hombre;Soltero;30;Sedan;Bajo;0;3;5mas;No;2022;351.0533825
4992;Ene;Honda;Urbana;Mujer;Casado;61;Sedan;Bajo;0;1;5mas;No;2022;166.7207176
